title,rating,year,actors,languages,runtime,url
Mudhalvan,8.4,1999,Arjun Sarja;Manisha Koirala;Raghuvaran;Vadivelu,Tamil,169,https://www.imdb.com//title/tt0220656/
The Green Mile,8.6,1999,Tom Hanks;Michael Clarke Duncan;David Morse;Bonnie Hunt,English;French,189,https://www.imdb.com//title/tt0120689/
Thulladha Manamum Thullum,8.3,1999,Joseph Vijay;Simran;Dhamu;Vaiyapuri,Tamil,170,https://www.imdb.com//title/tt1517561/
Fight Club,8.8,1999,Brad Pitt;Edward Norton;Meat Loaf;Zach Grenier,English,139,https://www.imdb.com//title/tt0137523/
O Auto da Compadecida,8.6,2000,Matheus Nachtergaele;Selton Mello;Rogério Cardoso;Denise Fraga,Latin;Portuguese,104,https://www.imdb.com//title/tt0271383/
Memento,8.4,2000,Guy Pearce;Carrie-Anne Moss;Joe Pantoliano;Mark Boone Junior,English,113,https://www.imdb.com//title/tt0209144/
Requiem for a Dream,8.3,2000,Ellen Burstyn;Jared Leto;Jennifer Connelly;Marlon Wayans,English,102,https://www.imdb.com//title/tt0180093/
Snatch,8.3,2000,Jason Statham;Brad Pitt;Stephen Graham;Vinnie Jones,English;Russian,104,https://www.imdb.com//title/tt0208092/
Gladiator,8.5,2000,Russell Crowe;Joaquin Phoenix;Connie Nielsen;Oliver Reed,English,155,https://www.imdb.com//title/tt0172495/
A Beautiful Mind,8.2,2001,Russell Crowe;Ed Harris;Jennifer Connelly;Christopher Plummer,English,135,https://www.imdb.com//title/tt0268978/
The Lord of the Rings: The Fellowship of the Ring,8.8,2001,Elijah Wood;Ian McKellen;Orlando Bloom;Sean Bean,English;Sindarin,178,https://www.imdb.com//title/tt0120737/
Spirited Away,8.6,2001,Daveigh Chase;Suzanne Pleshette;Miyu Irino;Rumi Hiiragi,Japanese;English,125,https://www.imdb.com//title/tt0245429/
Lagaan: Once Upon a Time in India,8.1,2001,Aamir Khan;Raghuvir Yadav;Gracy Singh;Rachel Shelley,Hindi;English,224,https://www.imdb.com//title/tt0169102/
Le fabuleux destin d'Amélie Poulain,8.3,2001,Audrey Tautou;Mathieu Kassovitz;Rufus;Lorella Cravotta,French;Russian;English,122,https://www.imdb.com//title/tt0211915/
Cidade de Deus,8.6,2002,Kátia Lund;Alexandre Rodrigues;Leandro Firmino;Matheus Nachtergaele;Phellipe Haagensen,Portuguese,130,https://www.imdb.com//title/tt0317248/
Filantropica,8.5,2002,Mircea Diaconu;Gheorghe Dinica;Mara Nicolescu;Viorica Voda,Romanian,110,https://www.imdb.com//title/tt0314067/
The Pianist,8.5,2002,Adrien Brody;Thomas Kretschmann;Frank Finlay;Emilia Fox,English;German;Russian,150,https://www.imdb.com//title/tt0253474/
The Lord of the Rings: The Two Towers,8.7,2002,Elijah Wood;Ian McKellen;Viggo Mortensen;Orlando Bloom,English;Sindarin;Old English,179,https://www.imdb.com//title/tt0167261/
Mrtav 'ladan,8.4,2002,Nikola Djuricko;Sonja Kolacaric;Tara Manic;Srdjan 'Zika' Todorovic,Serbian,90,https://www.imdb.com//title/tt0301634/
Anbe Sivam,8.7,2003,Kamal Haasan;Madhavan;Kiran Rathod;Nassar,Tamil,160,https://www.imdb.com//title/tt0367495/
The Lord of the Rings: The Return of the King,8.9,2003,Elijah Wood;Viggo Mortensen;Ian McKellen;Orlando Bloom,English;Quenya;Old English;Sindarin,201,https://www.imdb.com//title/tt0167260/
La meglio gioventù,8.5,2003,Luigi Lo Cascio;Alessio Boni;Jasmine Trinca;Adriana Asti,Italian;English;Norwegian,366,https://www.imdb.com//title/tt0346336/
Pithamagan,8.4,2003,Vikram;Suriya;Laila;Sangeetha,Tamil,139,https://www.imdb.com//title/tt0376076/
Profesionalac,8.5,2003,Bora Todorovic;Branislav Lecic;Natasa Ninkovic;Dragan Jovanovic,Serbian,104,https://www.imdb.com//title/tt0339535/
Black Friday,8.5,2004,Kay Kay Menon;Pawan Malhotra;Aditya Srivastav;Dibyendu Bhattacharya,Hindi;English,143,https://www.imdb.com//title/tt0400234/
Eternal Sunshine of the Spotless Mind,8.3,2004,Jim Carrey;Kate Winslet;Tom Wilkinson;Gerry Robert Byrne,English,108,https://www.imdb.com//title/tt0338013/
Marmoulak,8.5,2004,Parviz Parastui;Bahram Ebrahimi;Shahrokh Foroutanian;Farideh Sepah Mansour,Persian,115,https://www.imdb.com//title/tt0416960/
Kad porastem bicu Kengur,8.4,2004,Sergej Trifunovic;Marija Karan;Nebojsa Glogovac;Boris Milivojevic,Serbian,92,https://www.imdb.com//title/tt0383846/
Virumandi,8.3,2004,Kamal Haasan;Abhirami;Pasupathy;Napolean,Tamil,175,https://www.imdb.com//title/tt0364647/
Babam ve Oglum,8.3,2005,Eser Sariyar;Çetin Tekindor;Fikret Kuskan;Hümeyra,Turkish,112,https://www.imdb.com//title/tt0476735/
Batman Begins,8.2,2005,Christian Bale;Michael Caine;Ken Watanabe;Liam Neeson,English;Mandarin,140,https://www.imdb.com//title/tt0372784/
Pardon,8.2,2005,Ferhan Sensoy;Rasim Öztekin;Ali Çatalbas;Bülent Kayabas,Turkish,94,https://www.imdb.com//title/tt0425333/
Graves End,8.6,2005,Eric Roberts;Steven Williams;Daniel Roebuck;Valerie Mikita,English,90,https://www.imdb.com//title/tt0419781/
Anniyan,8.3,2005,Vikram;Sada;Prakash Raj;Vivek,Tamil,181,https://www.imdb.com//title/tt0376127/
Khosla Ka Ghosla!,8.3,2006,Anupam Kher;Boman Irani;Parvin Dabas;Tara Sharma,Hindi,135,https://www.imdb.com//title/tt0466460/
Pudhu Pettai,8.5,2006,Dhanush;Sneha;Sonia Agarwal;Azhagam Perumal,Tamil,168,https://www.imdb.com//title/tt0459516/
Das Leben der Anderen,8.4,2006,Ulrich Mühe;Martina Gedeck;Sebastian Koch;Ulrich Tukur,German,137,https://www.imdb.com//title/tt0405094/
The Prestige,8.5,2006,Christian Bale;Hugh Jackman;Scarlett Johansson;Michael Caine,English,130,https://www.imdb.com//title/tt0482571/
The Departed,8.5,2006,Leonardo DiCaprio;Matt Damon;Jack Nicholson;Mark Wahlberg,English;Cantonese,151,https://www.imdb.com//title/tt0407887/
Taare Zameen Par,8.4,2007,Amole Gupte;Darsheel Safary;Aamir Khan;Tisca Chopra;Vipin Sharma,Hindi,165,https://www.imdb.com//title/tt0986264/
Chak De! India,8.2,2007,Shah Rukh Khan;Vidya Malvade;Sagarika Ghatge;Shilpa Shukla,Hindi,153,https://www.imdb.com//title/tt0871510/
Into the Wild,8.1,2007,Emile Hirsch;Vince Vaughn;Catherine Keener;Marcia Gay Harden,English;Danish,148,https://www.imdb.com//title/tt0758758/
There Will Be Blood,8.2,2007,Daniel Day-Lewis;Paul Dano;Ciarán Hinds;Martin Stringer,English;American Sign Language,158,https://www.imdb.com//title/tt0469494/
Khuda Kay Liye,8.4,2007,Shaan Shahid;Fawad Khan;Iman Ali;Austin Marie Sayre,Urdu;English,168,https://www.imdb.com//title/tt1068956/
The Dark Knight,9.0,2008,Christian Bale;Heath Ledger;Aaron Eckhart;Michael Caine,English;Mandarin,152,https://www.imdb.com//title/tt0468569/
A Wednesday,8.1,2008,Anupam Kher;Naseeruddin Shah;Jimmy Sheirgill;Aamir Bashir,Hindi,104,https://www.imdb.com//title/tt1280558/
Vaaranam Aayiram,8.2,2008,Suriya;Simran;Ramya;Sameera Reddy,Tamil,169,https://www.imdb.com//title/tt1180583/
Gran Torino,8.1,2008,Clint Eastwood;Bee Vang;Christopher Carley;Ahney Her,English;Hmong,116,https://www.imdb.com//title/tt1205489/
WALL·E,8.4,2008,Ben Burtt;Elissa Knight;Jeff Garlin;Fred Willard,English;Hindi,98,https://www.imdb.com//title/tt0910970/
Monpura,8.7,2009,Chanchal Chowdhury;Farhana Mili;Shirin Alam;Mohiuddin Bahar,Bengali,136,https://www.imdb.com//title/tt1621830/
El secreto de sus ojos,8.2,2009,Ricardo Darín;Soledad Villamil;Pablo Rago;Carla Quevedo,Spanish,129,https://www.imdb.com//title/tt1305806/
Up,8.2,2009,Bob Peterson;Edward Asner;Jordan Nagai;John Ratzenberger;Christopher Plummer,English,96,https://www.imdb.com//title/tt1049413/
Inglourious Basterds,8.3,2009,Brad Pitt;Diane Kruger;Eli Roth;Mélanie Laurent,English;German;French;Italian,153,https://www.imdb.com//title/tt0361748/
3 Idiots,8.4,2009,Aamir Khan;Madhavan;Mona Singh;Sharman Joshi,Hindi;English,170,https://www.imdb.com//title/tt1187043/
Incendies,8.3,2010,Lubna Azabal;Mélissa Désormeaux-Poulin;Maxim Gaudette;Mustafa Kamel,French;Arabic;English,131,https://www.imdb.com//title/tt1255953/
Pranchiyettan and the Saint,8.3,2010,Jesse Fox Allen;Innocent;Mammootty;Biju Menon,Malayalam,140,https://www.imdb.com//title/tt1695800/
Inception,8.8,2010,Leonardo DiCaprio;Joseph Gordon-Levitt;Elliot Page;Ken Watanabe,English;Japanese;French,148,https://www.imdb.com//title/tt1375666/
Udaan,8.2,2010,Rajat Barmecha;Ronit Roy;Manjot Singh;Ram Kapoor,Hindi,134,https://www.imdb.com//title/tt1639426/
Les Misérables in Concert: The 25th Anniversary,8.8,2010,Laurence Connor;James Powell;Alfie Boe;Norm Lewis;Matt Lucas;Jenny Galloway,English,178,https://www.imdb.com//title/tt1754109/
Love on a Leash,9.0,2011,Gloria Winship Ayon;Shane Ayon;Jana Camp;Stephen Kramer Glickman,,90,https://www.imdb.com//title/tt2185022/
A Separation,8.3,2011,Payman Maadi;Leila Hatami;Sareh Bayat;Shahab Hosseini,Persian,123,https://www.imdb.com//title/tt1832382/
The Phantom of the Opera at the Royal Albert Hall,8.8,2011,Laurence Connor;Ramin Karimloo;Sierra Boggess;Hadley Fraser;Wendy Ferguson,English,137,https://www.imdb.com//title/tt2077886/
The Intouchables,8.5,2011,Éric Toledano;François Cluzet;Omar Sy;Anne Le Ny;Audrey Fleurot,French;English,112,https://www.imdb.com//title/tt1675434/
Kill Bill: The Whole Bloody Affair,8.8,2011,Uma Thurman;Vivica A. Fox;Michael Madsen;Daryl Hannah,Japanese;Mandarin;French;English;Cantonese;Spanish,247,https://www.imdb.com//title/tt6019206/
Django Unchained,8.4,2012,Jamie Foxx;Christoph Waltz;Leonardo DiCaprio;Kerry Washington,English;German;French;Italian,165,https://www.imdb.com//title/tt1853728/
It's Such a Beautiful Day,8.3,2012,,English,62,https://www.imdb.com//title/tt2396224/
Gangs of Wasseypur,8.2,2012,Manoj Bajpayee;Richa Chadha;Nawazuddin Siddiqui;Tigmanshu Dhulia,Hindi,321,https://www.imdb.com//title/tt1954470/
The Dark Knight Rises,8.4,2012,Christian Bale;Tom Hardy;Anne Hathaway;Gary Oldman,English;Arabic,164,https://www.imdb.com//title/tt1345836/
Jagten,8.3,2012,Mads Mikkelsen;Thomas Bo Larsen;Annika Wedderkopp;Lasse Fogelstrøm,Danish;English;Polish,115,https://www.imdb.com//title/tt2106476/
Lucia,8.3,2013,Sathish Neenasam;Sruthi Hariharan;Achyuth Kumar;Sabreen Baker,Kannada,135,https://www.imdb.com//title/tt2358592/
Drishyam,8.3,2013,Mohanlal;Meena;Asha Sharath;Ansiba,Malayalam,160,https://www.imdb.com//title/tt3417422/
Queen,8.2,2013,Kangana Ranaut;Rajkummar Rao;Lisa Haydon;Jeffrey Ho,Hindi;English;French;Japanese;Dutch,146,https://www.imdb.com//title/tt3322420/
So-won,8.3,2013,Re Lee;Sol Kyung-gu;Ji-won Uhm;Kim Hae-sook,Korean,122,https://www.imdb.com//title/tt3153634/
Soodhu Kavvum,8.3,2013,Vijay Sethupathi;Sanchita Shetty;Radha Ravi;M.S. Bhaskar,Tamil,135,https://www.imdb.com//title/tt2877108/
Ulidavaru Kandanthe,8.4,2014,Kishore Kumar G.;Rakshit Shetty;Thara;Achyuth Kumar,Kannada,154,https://www.imdb.com//title/tt3394420/
Wheels,8.4,2014,Donavon Warren;Donavon Warren;Patrick Hume;Diana Gettinger;Kevin McCorkle,English,115,https://www.imdb.com//title/tt2170667/
Kaakkaa Muttai,8.4,2014,Ramesh;J. Vignesh;Aishwarya Rajesh;Ramesh Thilak,Tamil,91,https://www.imdb.com//title/tt3973410/
Whiplash,8.5,2014,Miles Teller;J.K. Simmons;Melissa Benoist;Paul Reiser,English,106,https://www.imdb.com//title/tt2582802/
Interstellar,8.6,2014,Matthew McConaughey;Anne Hathaway;Jessica Chastain;Mackenzie Foy,English,169,https://www.imdb.com//title/tt0816692/
Thani Oruvan,8.4,2015,Jayam Ravi;Arvind Swamy;Nayanthara;Nassar,Tamil,160,https://www.imdb.com//title/tt4987556/
Papanasam,8.4,2015,Kamal Haasan;Gautami;Nivetha Thomas;Esther Anil,Tamil,179,https://www.imdb.com//title/tt4429128/
Visaaranai,8.5,2015,Dinesh;Samuthirakani;Anandhi;Murugadass,Tamil,117,https://www.imdb.com//title/tt4991384/
Nil Battey Sannata,8.3,2015,Swara Bhaskar;Ratna Pathak Shah;Riya Shukla;Pankaj Tripathi,Hindi,100,https://www.imdb.com//title/tt5005684/
Premam,8.3,2015,Nivin Pauly;Sai Pallavi;Madonna Sebastian;S.V. Krishna Shankar,Malayalam,156,https://www.imdb.com//title/tt4679210/
Natsamrat,8.9,2016,Nana Patekar;Medha Manjrekar;Mrunmayee Deshpande;Sunil Barve,Marathi,166,https://www.imdb.com//title/tt5311546/
Aynabaji,9.2,2016,Chanchal Chowdhury;Masuma Rahman Nabila;Bijori Barkatullah;Partha Barua,Bengali,147,https://www.imdb.com//title/tt5354160/
Kimi no na wa.,8.4,2016,Ryûnosuke Kamiki;Mone Kamishiraishi;Ryô Narita;Aoi Yûki,Japanese,106,https://www.imdb.com//title/tt5311514/
Dag II,8.7,2016,Caglar Ertugrul;Ufuk Bayraktar;Ahu Türkpençe;Murat Serezli,Turkish,135,https://www.imdb.com//title/tt5813916/
Aruvi,8.5,2016,Aditi Balan;Padmashri Mohammad Ali;Pradeep Anthony;Arnold,Tamil,130,https://www.imdb.com//title/tt5867800/
Ayla: The Daughter of War,8.4,2017,Halenur Uzunoglu;Çetin Tekindor;Ismail Hacioglu;Kyung-jin Lee;Kim Seol,Turkish;Korean;English;Chinese,125,https://www.imdb.com//title/tt6316138/
Coco,8.4,2017,Adrian Molina;Anthony Gonzalez;Gael García Bernal;Benjamin Bratt;Alanna Ubach,English;Spanish,105,https://www.imdb.com//title/tt2380307/
Vikram Vedha,8.4,2017,Pushkar;Madhavan;Vijay Sethupathi;Shraddha Srinath;Kathir,Tamil,147,https://www.imdb.com//title/tt6148156/
Theeran adhigaaram ondru,8.3,2017,Karthi;Rakul Preet Singh;Abhimanyu Singh;Bose Venkat,Tamil,157,https://www.imdb.com//title/tt7060460/
Aloko Udapadi,9.0,2017,Bharatha Hettiarachchi;Uddika Premarathna;Dilhani Ekanayake;Roshan Ravindra;Menaka Peiris,Sinhala;Tamil,113,https://www.imdb.com//title/tt5963218/
Pariyerum Perumal,8.8,2018,Prabunath;Kathir;Anandhi;Yogi Babu;Lijeesh,Tamil,154,https://www.imdb.com//title/tt8176054/
C/o Kancharapalem,8.9,2018,Radha Bessy;Subba Rao Vepada;Praneeta Patnaik;Karthik Rathnam,Telugu,152,https://www.imdb.com//title/tt7391996/
Ratsasan,8.5,2018,Vishnu Vishal;Amala Paul;Radha Ravi;Sangili Murugan,Tamil,170,https://www.imdb.com//title/tt7060344/
96,8.6,2018,Vijay Sethupathi;Adithya Bhaskar;Trisha Krishnan;Gouri Kishan,Tamil,158,https://www.imdb.com//title/tt7019842/
Peranbu,8.9,2018,Mammootty;Sadhana;Anjali;Anjali Ameer,Tamil,147,https://www.imdb.com//title/tt7738784/
Kaithi,8.5,2019,Karthi;Narain;Ramana;George Maryan,Tamil,145,https://www.imdb.com//title/tt9900782/
Little Baby,8.5,2019,Priyanshu Chatterjee;Gulnaz Siganporia;Aadi;Sunnyy Balloria,Hindi,105,https://www.imdb.com//title/tt8569206/
Gisaengchung,8.6,2019,Kang-ho Song;Sun-kyun Lee;Yeo-jeong Cho;Woo-sik Choi,Korean;English,132,https://www.imdb.com//title/tt6751668/
Jersey,8.6,2019,Nani;Shraddha Srinath;Sathyaraj;Harish Kalyan,Telugu,157,https://www.imdb.com//title/tt8948790/
Kumbalangi Nights,8.6,2019,Shane Nigam;Soubin Shahir;Fahadh Faasil;Sreenath Bhasi,Malayalam,135,https://www.imdb.com//title/tt8413338/
